Referencia;Modelo;PVP
A2872211WT;SIX L RECESSED 2 DIM PUSH 17º 3000K WT;194,45
A2872212NT;SIX L RECESSED 2 DIM PUSH 17º 4000K NT;194,45
A2872212WT;SIX L RECESSED 2 DIM PUSH 17º 4000K WT;194,45
A2872220NT;SIX L RECESSED 2 DIM PUSH 34º 2700K NT;194,45
A2872220WT;SIX L RECESSED 2 DIM PUSH 34º 2700K WT;194,45
A2872221NT;SIX L RECESSED 2 DIM PUSH 34º 3000K NT;194,45
A2872221WT;SIX L RECESSED 2 DIM PUSH 34º 3000K WT;194,45
A2872222NT;SIX L RECESSED 2 DIM PUSH 34º 4000K NT;194,45
A2872222WT;SIX L RECESSED 2 DIM PUSH 34º 4000K WT;194,45
A2872230NT;SIX L RECESSED 2 DIM PUSH 26º 2700K NT;194,45
A2872230WT;SIX L RECESSED 2 DIM PUSH 26º 2700K WT;194,45
A2872231NT;SIX L RECESSED 2 DIM PUSH 26º 3000K NT;194,45
A2872231WT;SIX L RECESSED 2 DIM PUSH 26º 3000K WT;194,45
A2872232NT;SIX L RECESSED 2 DIM PUSH 26º 4000K NT;194,45
A2872232WT;SIX L RECESSED 2 DIM PUSH 26º 4000K WT;194,45
A2872410NT;SIX L RECESSED 2 DIM DALI 17º 2700K NT;194,45
A2872410WT;SIX L RECESSED 2 DIM DALI 17º 2700K WT;194,45
A2872411NT;SIX L RECESSED 2 DIM DALI 17º 3000K NT;194,45
A2872411WT;SIX L RECESSED 2 DIM DALI 17º 3000K WT;194,45
A2872412NT;SIX L RECESSED 2 DIM DALI 17º 4000K NT;194,45
A2872412WT;SIX L RECESSED 2 DIM DALI 17º 4000K WT;194,45
A2872420NT;SIX L RECESSED 2 DIM DALI 34º 2700K NT;194,45
A2872420WT;SIX L RECESSED 2 DIM DALI 34º 2700K WT;194,45
A2872421NT;SIX L RECESSED 2 DIM DALI 34º 3000K NT;194,45
A2872421WT;SIX L RECESSED 2 DIM DALI 34º 3000K WT;194,45
A2872422NT;SIX L RECESSED 2 DIM DALI 34º 4000K NT;194,45
A2872422WT;SIX L RECESSED 2 DIM DALI 34º 4000K WT;194,45
A2872430NT;SIX L RECESSED 2 DIM DALI 26º 2700K NT;194,45
A2872430WT;SIX L RECESSED 2 DIM DALI 26º 2700K WT;194,45
A2872431NT;SIX L RECESSED 2 DIM DALI 26º 3000K NT;194,45
A2872431WT;SIX L RECESSED 2 DIM DALI 26º 3000K WT;194,45
A2872432NT;SIX L RECESSED 2 DIM DALI 26º 4000K NT;194,45
A2872432WT;SIX L RECESSED 2 DIM DALI 26º 4000K WT;194,45
A3321110NT;SIX M RECESSED 1 19º 2700K NT;126,88
A3321110WT;SIX M RECESSED 1 19º 2700K WT;126,88
A3321111NT;SIX M RECESSED 1 19º 3000K NT;126,88
A3321111WT;SIX M RECESSED 1 19º 3000K WT;126,88
A3321112NT;SIX M RECESSED 1 19º 4000K NT;126,88
A3321112WT;SIX M RECESSED 1 19º 4000K WT;126,88
A3321120NT;SIX M RECESSED 1 28º 2700K NT;126,88
A3321120WT;SIX M RECESSED 1 28º 2700K WT;126,88
A3321121NT;SIX M RECESSED 1 28º 3000K NT;126,88
A3321121WT;SIX M RECESSED 1 28º 3000K WT;126,88
A3321122NT;SIX M RECESSED 1 28º 4000K NT;126,88
A3321122WT;SIX M RECESSED 1 28º 4000K WT;126,88
A3321130NT;SIX M RECESSED 1 38º 2700K NT;126,88
A3321130WT;SIX M RECESSED 1 38º 2700K WT;126,88
A3321131NT;SIX M RECESSED 1 38º 3000K NT;126,88
A3321131WT;SIX M RECESSED 1 38º 3000K WT;126,88
A3321132NT;SIX M RECESSED 1 38º 4000K NT;126,88
A3321132WT;SIX M RECESSED 1 38º 4000K WT;126,88
A3322110NT;SIX M RECESSED 2 19º 2700K NT;131,76
A3322110WT;SIX M RECESSED 2 19º 2700K WT;131,76
A3322111NT;SIX M RECESSED 2 19º 3000K NT;131,76
A3322111WT;SIX M RECESSED 2 19º 3000K WT;131,76
A3322112NT;SIX M RECESSED 2 19º 4000K NT;131,76
A3322112WT;SIX M RECESSED 2 19º 4000K WT;131,76
A3322120NT;SIX M RECESSED 2 28º 2700K NT;131,76
A3322120WT;SIX M RECESSED 2 28º 2700K WT;131,76
A3322121NT;SIX M RECESSED 2 28º 3000K NT;131,76
A3322121WT;SIX M RECESSED 2 28º 3000K WT;131,76
A3322122NT;SIX M RECESSED 2 28º 4000K NT;131,76
A3322122WT;SIX M RECESSED 2 28º 4000K WT;131,76
A3322130NT;SIX M RECESSED 2 38º 2700K NT;131,76
A3322130WT;SIX M RECESSED 2 38º 2700K WT;131,76
A3322131NT;SIX M RECESSED 2 38º 3000K NT;131,76
A3322131WT;SIX M RECESSED 2 38º 3000K WT;131,76
A3322132NT;SIX M RECESSED 2 38º 4000K NT;131,76
A3322132WT;SIX M RECESSED 2 38º 4000K WT;131,76
A3322210NT;SIX M RECESSED 2 DIM DALI 19º 2700K NT;164,78
A3322210WT;SIX M RECESSED 2 DIM DALI 19º 2700K WT;164,78
A3322211NT;SIX M RECESSED 2 DIM DALI 19º 3000K NT;164,78
A3322211WT;SIX M RECESSED 2 DIM DALI 19º 3000K WT;164,78
A3322212NT;SIX M RECESSED 2 DIM DALI 19º 4000K NT;164,78
A3322212WT;SIX M RECESSED 2 DIM DALI 19º 4000K WT;164,78
A3322220NT;SIX M RECESSED 2 DIM DALI 28º 2700K NT;164,78
A3322220WT;SIX M RECESSED 2 DIM DALI 28º 2700K WT;164,78
A3322221NT;SIX M RECESSED 2 DIM DALI 28º 3000K NT;164,78
A3322221WT;SIX M RECESSED 2 DIM DALI 28º 3000K WT;164,78
A3322222NT;SIX M RECESSED 2 DIM DALI 28º 4000K NT;164,78
A3322222WT;SIX M RECESSED 2 DIM DALI 28º 4000K WT;164,78
A3322230NT;SIX M RECESSED 2 DIM DALI 38º 2700K NT;164,78
A3322230WT;SIX M RECESSED 2 DIM DALI 38º 2700K WT;164,78
A3322231NT;SIX M RECESSED 2 DIM DALI 38º 3000K NT;164,78
A3322231WT;SIX M RECESSED 2 DIM DALI 38º 3000K WT;164,78
A3322232NT;SIX M RECESSED 2 DIM DALI 38º 4000K NT;164,78
A3322232WT;SIX M RECESSED 2 DIM DALI 38º 4000K WT;164,78
A3340110NT;SIX S RECESSED 17º 2700K NT;121,34
A3340110WT;SIX S RECESSED 17º 2700K WT;121,34
A3340111NT;SIX S RECESSED 17º 3000K NT;121,34
A3340111WT;SIX S RECESSED 17º 3000K WT;121,34
A3340112NT;SIX S RECESSED 17º 4000K NT;121,34
A3340112WT;SIX S RECESSED 17º 4000K WT;121,34
A3340120NT;SIX S RECESSED 24º 2700K NT;121,34
A3340120WT;SIX S RECESSED 24º 2700K WT;121,34
A3340121NT;SIX S RECESSED 24º 3000K NT;121,34
A3340121WT;SIX S RECESSED 24º 3000K WT;121,34
A3340122NT;SIX S RECESSED 24º 4000K NT;121,34
A3340122WT;SIX S RECESSED 24º 4000K WT;121,34
A3340130NT;SIX S RECESSED 34º 2700K NT;121,34
A3340130WT;SIX S RECESSED 34º 2700K WT;121,34
A3340131NT;SIX S RECESSED 34º 3000K NT;121,34
A3340131WT;SIX S RECESSED 34º 3000K WT;121,34
A3340132NT;SIX S RECESSED 34º 4000K NT;121,34
A3340132WT;SIX S RECESSED 34º 4000K WT;121,34
A3340210NT;SIX S RECESSED DIM DALI 17º 2700K NT;141,12
A3340210WT;SIX S RECESSED DIM DALI 17º 2700K WT;141,12
A3340211NT;SIX S RECESSED DIM DALI 17º 3000K NT;141,12
A3340211WT;SIX S RECESSED DIM DALI 17º 3000K WT;141,12
A3340212NT;SIX S RECESSED DIM DALI 17º 4000K NT;141,12
A3340212WT;SIX S RECESSED DIM DALI 17º 4000K WT;141,12
A3340220NT;SIX S RECESSED DIM DALI 24º 2700K NT;141,12
A3340220WT;SIX S RECESSED DIM DALI 24º 2700K WT;141,12
A3340221NT;SIX S RECESSED DIM DALI 24º 3000K NT;141,12
A3340221WT;SIX S RECESSED DIM DALI 24º 3000K WT;141,12
A3340222NT;SIX S RECESSED DIM DALI 24º 4000K NT;141,12
A3340222WT;SIX S RECESSED DIM DALI 24º 4000K WT;141,12
A3340230NT;SIX S RECESSED DIM DALI 34º 2700K NT;141,12
A3340230WT;SIX S RECESSED DIM DALI 34º 2700K WT;141,12
A3340231NT;SIX S RECESSED DIM DALI 34º 3000K NT;141,12
A3340231WT;SIX S RECESSED DIM DALI 34º 3000K WT;141,12
A3340232NT;SIX S RECESSED DIM DALI 34º 4000K NT;141,12
A3340232WT;SIX S RECESSED DIM DALI 34º 4000K WT;141,12
A3360110NT;SIX XS RECESSED 17º 2700K NT;111,11
A3360110WT;SIX XS RECESSED 17º 2700K WT;111,11
A3360111NT;SIX XS RECESSED 17º 3000K NT;111,11
A3360111WT;SIX XS RECESSED 17º 3000K WT;111,11
A3360112NT;SIX XS RECESSED 17º 4000K NT;111,11
A3360112WT;SIX XS RECESSED 17º 4000K WT;111,11
A3360120NT;SIX XS RECESSED 23º 2700K NT;111,11
A3360120WT;SIX XS RECESSED 23º 2700K WT;111,11
A3360121NT;SIX XS RECESSED 23º 3000K NT;111,11
A3360121WT;SIX XS RECESSED 23º 3000K WT;111,11
A3360122NT;SIX XS RECESSED 23º 4000K NT;111,11
A3360122WT;SIX XS RECESSED 23º 4000K WT;111,11
A3360130NT;SIX XS RECESSED 34º 2700K NT;111,11
A3360130WT;SIX XS RECESSED 34º 2700K WT;111,11
A3360131NT;SIX XS RECESSED 34º 3000K NT;111,11
A3360131WT;SIX XS RECESSED 34º 3000K WT;111,11
A3360132NT;SIX XS RECESSED 34º 4000K NT;111,11
A3360132WT;SIX XS RECESSED 34º 4000K WT;111,11
A3360210NT;SIX XS RECESSED DIM DALI 17º 2700K NT;131,28
A3360210WT;SIX XS RECESSED DIM DALI 17º 2700K WT;131,28
A3360211NT;SIX XS RECESSED DIM DALI 17º 3000K NT;131,28
A3360211WT;SIX XS RECESSED DIM DALI 17º 3000K WT;131,28
A3360212NT;SIX XS RECESSED DIM DALI 17º 4000K NT;131,28
A3360212WT;SIX XS RECESSED DIM DALI 17º 4000K WT;131,28
A3360220NT;SIX XS RECESSED DIM DALI 23º 2700K NT;131,28
A3360220WT;SIX XS RECESSED DIM DALI 23º 2700K WT;131,28
A3360221NT;SIX XS RECESSED DIM DALI 23º 3000K NT;131,28
A3360221WT;SIX XS RECESSED DIM DALI 23º 3000K WT;131,28
A3360222NT;SIX XS RECESSED DIM DALI 23º 4000K NT;131,28
A3360222WT;SIX XS RECESSED DIM DALI 23º 4000K WT;131,28
A3360230NT;SIX XS RECESSED DIM DALI 34º 2700K NT;131,28
A3360230WT;SIX XS RECESSED DIM DALI 34º 2700K WT;131,28
A3360231NT;SIX XS RECESSED DIM DALI 34º 3000K NT;131,28
A3360231WT;SIX XS RECESSED DIM DALI 34º 3000K WT;131,28
A3360232NT;SIX XS RECESSED DIM DALI 34º 4000K NT;131,28
A3360232WT;SIX XS RECESSED DIM DALI 34º 4000K WT;131,28
A3462110NT;FIT 50 RECESSED 15º 2700K NT;146,82
A3462110WT;FIT 50 RECESSED 15º 2700K WT;146,82
A3462111NT;FIT 50 RECESSED 15º 3000K NT;146,82
A3462111WT;FIT 50 RECESSED 15º 3000K WT;146,82
A3462120NT;FIT 50 RECESSED 28º 2700K NT;146,82
A3462120WT;FIT 50 RECESSED 28º 2700K WT;146,82
A3462121NT;FIT 50 RECESSED 28º 3000K NT;146,82
A3462121WT;FIT 50 RECESSED 28º 3000K WT;146,82
A3462130NT;FIT 50 RECESSED 47º 2700K NT;146,82
A3462130WT;FIT 50 RECESSED 47º 2700K WT;146,82
A3462131NT;FIT 50 RECESSED 47º 3000K NT;146,82
A3462131WT;FIT 50 RECESSED 47º 3000K WT;146,82
A3462210NT;FIT 50 RECESSED DIM DALI 15º 2700K NT;181,73
A3462210WT;FIT 50 RECESSED DIM DALI 15º 2700K WT;181,73
A3462211NT;FIT 50 RECESSED DIM DALI 15º 3000K NT;181,73
A3462211WT;FIT 50 RECESSED DIM DALI 15º 3000K WT;181,73
A3462220NT;FIT 50 RECESSED DIM DALI 28º 2700K NT;181,73
A3462220WT;FIT 50 RECESSED DIM DALI 28º 2700K WT;181,73
A3462221NT;FIT 50 RECESSED DIM DALI 28º 3000K NT;181,73
A3462221WT;FIT 50 RECESSED DIM DALI 28º 3000K WT;181,73
A3462230NT;FIT 50 RECESSED DIM DALI 47º 2700K NT;181,73
A3462230WT;FIT 50 RECESSED DIM DALI 47º 2700K WT;181,73
A3462231NT;FIT 50 RECESSED DIM DALI 47º 3000K NT;181,73
A3462231WT;FIT 50 RECESSED DIM DALI 47º 3000K WT;181,73
A3452110NT;FIT 35 RECESSED 19º 2700K NT;126,88
A3452110WT;FIT 35 RECESSED 19º 2700K WT;126,88
A3452111NT;FIT 35 RECESSED 19º 3000K NT;126,88
A3452111WT;FIT 35 RECESSED 19º 3000K WT;126,88
A3452120NT;FIT 35 RECESSED 29º 2700K NT;126,88
A3452120WT;FIT 35 RECESSED 29º 2700K WT;126,88
A3452121NT;FIT 35 RECESSED 29º 3000K NT;126,88
A3452121WT;FIT 35 RECESSED 29º 3000K WT;126,88
A3452130NT;FIT 35 RECESSED 38º 2700K NT;126,88
A3452130WT;FIT 35 RECESSED 38º 2700K WT;126,88
A3452131NT;FIT 35 RECESSED 38º 3000K NT;126,88
A3452131WT;FIT 35 RECESSED 38º 3000K WT;126,88
A3452210NT;FIT 35 RECESSED DIM DALI 19º 2700K NT;146,45
A3452210WT;FIT 35 RECESSED DIM DALI 19º 2700K WT;146,45
A3452211NT;FIT 35 RECESSED DIM DALI 19º 3000K NT;146,45
A3452211WT;FIT 35 RECESSED DIM DALI 19º 3000K WT;146,45
A3452220NT;FIT 35 RECESSED DIM DALI 29º 2700K NT;146,45
A3452220WT;FIT 35 RECESSED DIM DALI 29º 2700K WT;146,45
A3452221NT;FIT 35 RECESSED DIM DALI 29º 3000K NT;146,45
A3452221WT;FIT 35 RECESSED DIM DALI 29º 3000K WT;146,45
A3452230NT;FIT 35 RECESSED DIM DALI 38º 2700K NT;146,45
A3452230WT;FIT 35 RECESSED DIM DALI 38º 2700K WT;146,45
A3452231NT;FIT 35 RECESSED DIM DALI 38º 3000K NT;146,45
A3452231WT;FIT 35 RECESSED DIM DALI 38º 3000K WT;146,45
A3250010NT;PLUS RECESSED 2700K NT;170,91
A3250010WT;PLUS RECESSED 2700K WT;170,91
A3250011NT;PLUS RECESSED 3000K NT;170,91
A3250011WT;PLUS RECESSED 3000K WT;170,91
A3250012NT;PLUS RECESSED 4000K NT;170,91
A3250012WT;PLUS RECESSED 4000K WT;170,91
A3250020NT;PLUS RECESSED DIM DALI 2700K NT;217,12
A3250020WT;PLUS RECESSED DIM DALI 2700K WT;217,12
A3250021NT;PLUS RECESSED DIM DALI 3000K NT;217,12
A3250021WT;PLUS RECESSED DIM DALI 3000K WT;217,12
A3250022NT;PLUS RECESSED DIM DALI 4000K NT;217,12
A3250022WT;PLUS RECESSED DIM DALI 4000K WT;217,12
A3250030NT;PLUS RECESSED DIM PUSH 2700K NT;217,12
A3250030WT;PLUS RECESSED DIM PUSH 2700K WT;217,12
A3250031NT;PLUS RECESSED DIM PUSH 3000K NT;217,12
A3250031WT;PLUS RECESSED DIM PUSH 3000K WT;217,12
A3250032NT;PLUS RECESSED DIM PUSH 4000K NT;217,12
A3250032WT;PLUS RECESSED DIM PUSH 4000K WT;217,12
A3250040NT;PLUS RECESSED DIM 1/10V 2700K NT;217,12
A3250040WT;PLUS RECESSED DIM 1/10V 2700K WT;217,12
A3250041NT;PLUS RECESSED DIM 1/10V 3000K NT;217,12
A3250041WT;PLUS RECESSED DIM 1/10V 3000K WT;217,12
A3250042NT;PLUS RECESSED DIM 1/10V 4000K NT;217,12
A3250042WT;PLUS RECESSED DIM 1/10V 4000K WT;217,12
A3280010NT;PLUS MINI RECESSED 2700K NT;155,48
A3280010WT;PLUS MINI RECESSED 2700K WT;155,48
A3280011NT;PLUS MINI RECESSED 3000K NT;155,48
A3280011WT;PLUS MINI RECESSED 3000K WT;155,48
A3280012NT;PLUS MINI RECESSED 4000K NT;155,48
A3280012WT;PLUS MINI RECESSED 4000K WT;155,48
A3280020NT;PLUS MINI RECESSED DIM DALI 2700K NT;180,62
A3280020WT;PLUS MINI RECESSED DIM DALI 2700K WT;180,62
A3280021NT;PLUS MINI RECESSED DIM DALI 3000K NT;180,62
A3280021WT;PLUS MINI RECESSED DIM DALI 3000K WT;180,62
A3280022NT;PLUS MINI RECESSED DIM DALI 4000K NT;180,62
A3280022WT;PLUS MINI RECESSED DIM DALI 4000K WT;180,62
A3290110NT;SIX L 48V 17º 2700K NT;228,56
A3290110WT;SIX L 48V 17º 2700K WT;228,56
A3290111NT;SIX L 48V 17º 3000K NT;228,56
A3290111WT;SIX L 48V 17º 3000K WT;228,56
A3290112NT;SIX L 48V 17º 4000K NT;228,56
A3290112WT;SIX L 48V 17º 4000K WT;228,56
A3290120NT;SIX L 48V 34º 2700K NT;228,56
A3290120WT;SIX L 48V 34º 2700K WT;228,56
A3290121NT;SIX L 48V 34º 3000K NT;228,56
A3290121WT;SIX L 48V 34º 3000K WT;228,56
A3290122NT;SIX L 48V 34º 4000K NT;228,56
A3290122WT;SIX L 48V 34º 4000K WT;228,56
A3290130NT;SIX L 48V 26º 2700K NT;228,56
A3290130WT;SIX L 48V 26º 2700K WT;228,56
A3290131NT;SIX L 48V 26º 3000K NT;228,56
A3290131WT;SIX L 48V 26º 3000K WT;228,56
A3290132NT;SIX L 48V 26º 4000K NT;228,56
A3290132WT;SIX L 48V 26º 4000K WT;228,56
A3290210NT;SIX L 48V DIM DALI 17º 2700K NT;243,17
A3290210WT;SIX L 48V DIM DALI 17º 2700K WT;243,17
A3290211NT;SIX L 48V DIM DALI 17º 3000K NT;243,17
A3290211WT;SIX L 48V DIM DALI 17º 3000K WT;243,17
A3290212NT;SIX L 48V DIM DALI 17º 4000K NT;243,17
A3290212WT;SIX L 48V DIM DALI 17º 4000K WT;243,17
A3290220NT;SIX L 48V DIM DALI 34º 2700K NT;243,17
A3290220WT;SIX L 48V DIM DALI 34º 2700K WT;243,17
A3290221NT;SIX L 48V DIM DALI 34º 3000K NT;243,17
A3290221WT;SIX L 48V DIM DALI 34º 3000K WT;243,17
A3290222NT;SIX L 48V DIM DALI 34º 4000K NT;243,17
A3290222WT;SIX L 48V DIM DALI 34º 4000K WT;243,17
A3290230NT;SIX L 48V DIM DALI 26º 2700K NT;243,17
A3290230WT;SIX L 48V DIM DALI 26º 2700K WT;243,17
A3290231NT;SIX L 48V DIM DALI 26º 3000K NT;243,17
A3290231WT;SIX L 48V DIM DALI 26º 3000K WT;243,17
A3290232NT;SIX L 48V DIM DALI 26º 4000K NT;243,17
A3290232WT;SIX L 48V DIM DALI 26º 4000K WT;243,17
A3300110NT;SIX M 48V 19º 2700K NT;213,78
A3300110WT;SIX M 48V 19º 2700K WT;213,78
A3300111NT;SIX M 48V 19º 3000K NT;213,78
A3300111WT;SIX M 48V 19º 3000K WT;213,78
A3300112NT;SIX M 48V 19º 4000K NT;213,78
A3300112WT;SIX M 48V 19º 4000K WT;213,78
A3300120NT;SIX M 48V 28º 2700K NT;213,78
A3300120WT;SIX M 48V 28º 2700K WT;213,78
A3300121NT;SIX M 48V 28º 3000K NT;213,78
A3300121WT;SIX M 48V 28º 3000K WT;213,78
A3300122NT;SIX M 48V 28º 4000K NT;213,78
A3300122WT;SIX M 48V 28º 4000K WT;213,78
A3300130NT;SIX M 48V 38º 2700K NT;213,78
A3300130WT;SIX M 48V 38º 2700K WT;213,78
A3300131NT;SIX M 48V 38º 3000K NT;213,78
A3300131WT;SIX M 48V 38º 3000K WT;213,78
A3300132NT;SIX M 48V 38º 4000K NT;213,78
A3300132WT;SIX M 48V 38º 4000K WT;213,78
A3300210NT;SIX M 48V DIM DALI 19º 2700K NT;228,39
A3300210WT;SIX M 48V DIM DALI 19º 2700K WT;228,39
A3300211NT;SIX M 48V DIM DALI 19º 3000K NT;228,39
A3300211WT;SIX M 48V DIM DALI 19º 3000K WT;228,39
A3300212NT;SIX M 48V DIM DALI 19º 4000K NT;228,39
A3300212WT;SIX M 48V DIM DALI 19º 4000K WT;228,39
A3300220NT;SIX M 48V DIM DALI 28º 2700K NT;228,39
A3300220WT;SIX M 48V DIM DALI 28º 2700K WT;228,39
A3300221NT;SIX M 48V DIM DALI 28º 3000K NT;228,39
A3300221WT;SIX M 48V DIM DALI 28º 3000K WT;228,39
A3300222NT;SIX M 48V DIM DALI 28º 4000K NT;228,39
A3300222WT;SIX M 48V DIM DALI 28º 4000K WT;228,39
A3300230NT;SIX M 48V DIM DALI 38º 2700K NT;228,39
A3300230WT;SIX M 48V DIM DALI 38º 2700K WT;228,39
A3300231NT;SIX M 48V DIM DALI 38º 3000K NT;228,39
A3300231WT;SIX M 48V DIM DALI 38º 3000K WT;228,39
A3300232NT;SIX M 48V DIM DALI 38º 4000K NT;228,39
A3300232WT;SIX M 48V DIM DALI 38º 4000K WT;228,39
A3330110NT;SIX S 48V 17º 2700K NT;186,54
A3330110WT;SIX S 48V 17º 2700K WT;186,54
A3330111NT;SIX S 48V 17º 3000K NT;186,54
A3330111WT;SIX S 48V 17º 3000K WT;186,54
A3330112NT;SIX S 48V 17º 4000K NT;186,54
A3330112WT;SIX S 48V 17º 4000K WT;186,54
A3330120NT;SIX S 48V 24º 2700K NT;186,54
A3330120WT;SIX S 48V 24º 2700K WT;186,54
A3330121NT;SIX S 48V 24º 3000K NT;186,54
A3330121WT;SIX S 48V 24º 3000K WT;186,54
A3330122NT;SIX S 48V 24º 4000K NT;186,54
A3330122WT;SIX S 48V 24º 4000K WT;186,54
A3330130NT;SIX S 48V 34º 2700K NT;186,54
A3330130WT;SIX S 48V 34º 2700K WT;186,54
A3330131NT;SIX S 48V 34º 3000K NT;186,54
A3330131WT;SIX S 48V 34º 3000K WT;186,54
A3330132NT;SIX S 48V 34º 4000K NT;186,54
A3330132WT;SIX S 48V 34º 4000K WT;186,54
A3330210NT;SIX S 48V DIM DALI 17º 2700K NT;200,28
A3330210WT;SIX S 48V DIM DALI 17º 2700K WT;200,28
A3330211NT;SIX S 48V DIM DALI 17º 3000K NT;200,28
A3330211WT;SIX S 48V DIM DALI 17º 3000K WT;200,28
A3330212NT;SIX S 48V DIM DALI 17º 4000K NT;200,28
A3330212WT;SIX S 48V DIM DALI 17º 4000K WT;200,28
A3330220NT;SIX S 48V DIM DALI 24º 2700K NT;200,28
A3330220WT;SIX S 48V DIM DALI 24º 2700K WT;200,28
A3330221NT;SIX S 48V DIM DALI 24º 3000K NT;200,28
A3330221WT;SIX S 48V DIM DALI 24º 3000K WT;200,28
A3330222NT;SIX S 48V DIM DALI 24º 4000K NT;200,28
A3330222WT;SIX S 48V DIM DALI 24º 4000K WT;200,28
A3330230NT;SIX S 48V DIM DALI 34º 2700K NT;200,28
A3330230WT;SIX S 48V DIM DALI 34º 2700K WT;200,28
A3330231NT;SIX S 48V DIM DALI 34º 3000K NT;200,28
A3330231WT;SIX S 48V DIM DALI 34º 3000K WT;200,28
A3330232NT;SIX S 48V DIM DALI 34º 4000K NT;200,28
A3330232WT;SIX S 48V DIM DALI 34º 4000K WT;200,28
A3350110NT;SIX XS 48V 17º 2700K NT;177,35
A3350110WT;SIX XS 48V 17º 2700K WT;177,35
A3350111NT;SIX XS 48V 17º 3000K NT;177,35
A3350111WT;SIX XS 48V 17º 3000K WT;177,35
A3350112NT;SIX XS 48V 17º 4000K NT;177,35
A3350112WT;SIX XS 48V 17º 4000K WT;177,35
A3350120NT;SIX XS 48V 23º 2700K NT;177,35
A3350120WT;SIX XS 48V 23º 2700K WT;177,35
A3350121NT;SIX XS 48V 23º 3000K NT;177,35
A3350121WT;SIX XS 48V 23º 3000K WT;177,35
A3350122NT;SIX XS 48V 23º 4000K NT;177,35
A3350122WT;SIX XS 48V 23º 4000K WT;177,35
A3350130NT;SIX XS 48V 34º 2700K NT;177,35
A3350130WT;SIX XS 48V 34º 2700K WT;177,35
A3350131NT;SIX XS 48V 34º 3000K NT;177,35
A3350131WT;SIX XS 48V 34º 3000K WT;177,35
A3350132NT;SIX XS 48V 34º 4000K NT;177,35
A3350132WT;SIX XS 48V 34º 4000K WT;177,35
A3350210NT;SIX XS 48V DIM DALI 17º 2700K NT;191,09
A3350210WT;SIX XS 48V DIM DALI 17º 2700K WT;191,09
A3350211NT;SIX XS 48V DIM DALI 17º 3000K NT;191,09
A3350211WT;SIX XS 48V DIM DALI 17º 3000K WT;191,09
A3350212NT;SIX XS 48V DIM DALI 17º 4000K NT;191,09
A3350212WT;SIX XS 48V DIM DALI 17º 4000K WT;191,09
A3350220NT;SIX XS 48V DIM DALI 23º 2700K NT;191,09
A3350220WT;SIX XS 48V DIM DALI 23º 2700K WT;191,09
A3350221NT;SIX XS 48V DIM DALI 23º 3000K NT;191,09
A3350221WT;SIX XS 48V DIM DALI 23º 3000K WT;191,09
A3350222NT;SIX XS 48V DIM DALI 23º 4000K NT;191,09
A3350222WT;SIX XS 48V DIM DALI 23º 4000K WT;191,09
A3350230NT;SIX XS 48V DIM DALI 34º 2700K NT;191,09
A3350230WT;SIX XS 48V DIM DALI 34º 2700K WT;191,09
A3350231NT;SIX XS 48V DIM DALI 34º 3000K NT;191,09
A3350231WT;SIX XS 48V DIM DALI 34º 3000K WT;191,09
A3350232NT;SIX XS 48V DIM DALI 34º 4000K NT;191,09
A3350232WT;SIX XS 48V DIM DALI 34º 4000K WT;191,09
A3351110NT;SIX XS 48V DOUBLE 17º 2700K NT;191,09
A3351110WT;SIX XS 48V DOUBLE 17º 2700K WT;279,28
A3351111NT;SIX XS 48V DOUBLE 17º 3000K NT;279,28
A3351111WT;SIX XS 48V DOUBLE 17º 3000K WT;279,28
A3351112NT;SIX XS 48V DOUBLE 17º 4000K NT;279,28
A3351112WT;SIX XS 48V DOUBLE 17º 4000K WT;279,28
A3351120NT;SIX XS 48V DOUBLE 23º 2700K NT;279,28
A3351120WT;SIX XS 48V DOUBLE 23º 2700K WT;279,28
A3351121NT;SIX XS 48V DOUBLE 23º 3000K NT;279,28
A3351121WT;SIX XS 48V DOUBLE 23º 3000K WT;279,28
A3351122NT;SIX XS 48V DOUBLE 23º 4000K NT;279,28
A3351122WT;SIX XS 48V DOUBLE 23º 4000K WT;279,28
A3351130NT;SIX XS 48V DOUBLE 34º 2700K NT;279,28
A3351130WT;SIX XS 48V DOUBLE 34º 2700K WT;279,28
A3351131NT;SIX XS 48V DOUBLE 34º 3000K NT;279,28
A3351131WT;SIX XS 48V DOUBLE 34º 3000K WT;279,28
A3351132NT;SIX XS 48V DOUBLE 34º 4000K NT;279,28
A3351132WT;SIX XS 48V DOUBLE 34º 4000K WT;279,28
A3351210NT;SIX XS 48V DOUBLE DIM DALI 17º 2700K NT;293,89
A3351210WT;SIX XS 48V DOUBLE DIM DALI 17º 2700K WT;293,89
A3351211NT;SIX XS 48V DOUBLE DIM DALI 17º 3000K NT;293,89
A3351211WT;SIX XS 48V DOUBLE DIM DALI 17º 3000K WT;293,89
A3351212NT;SIX XS 48V DOUBLE DIM DALI 17º 4000K NT;293,89
A3351212WT;SIX XS 48V DOUBLE DIM DALI 17º 4000K WT;293,89
A3351220NT;SIX XS 48V DOUBLE DIM DALI 23º 2700K NT;293,89
A3351220WT;SIX XS 48V DOUBLE DIM DALI 23º 2700K WT;293,89
A3351221NT;SIX XS 48V DOUBLE DIM DALI 23º 3000K NT;293,89
A3351221WT;SIX XS 48V DOUBLE DIM DALI 23º 3000K WT;293,89
